event,eventLabel,start,category,heritage_designation,articleLink,rank
http://www.wikidata.org/entity/Q1367731,Saudi–Yemeni war,1934-03-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Saudi%E2%80%93Yemeni_war_(1934),1
http://www.wikidata.org/entity/Q1413732,Kashmir conflict,1947-10-22T00:00:00Z,war,,https://en.wikipedia.org/wiki/Kashmir_conflict,1
http://www.wikidata.org/entity/Q521199,North Yemen civil war,1962-09-26T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/North_Yemen_civil_war,1
http://www.wikidata.org/entity/Q657661,Mozambican Civil War,1977-05-30T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Mozambican_Civil_War,1
http://www.wikidata.org/entity/Q652285,Indo-Pakistani war of 1947–1948,1947-10-22T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1947%E2%80%931948,1
http://www.wikidata.org/entity/Q959303,1998 War in Abkhazia,1998-05-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_in_Abkhazia_(1998),1
http://www.wikidata.org/entity/Q979845,Naxalite–Maoist insurgency,1967-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Naxalite%E2%80%93Maoist_insurgency,1
http://www.wikidata.org/entity/Q643925,War of Dagestan,1999-09-14T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_in_Dagestan_(1999),1
http://www.wikidata.org/entity/Q644589,Toyota War,1987-09-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/Toyota_War,1
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,1982-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1982_Ethiopian%E2%80%93Somali_Border_War,1
http://www.wikidata.org/entity/Q643925,War of Dagestan,1999-08-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_in_Dagestan_(1999),1
http://www.wikidata.org/entity/Q644589,Toyota War,1986-12-16T00:00:00Z,war,,https://en.wikipedia.org/wiki/Toyota_War,1
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,1982-06-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1982_Ethiopian%E2%80%93Somali_Border_War,1
http://www.wikidata.org/entity/Q2993585,Panjdeh Incident,1885-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Panjdeh_incident,1
http://www.wikidata.org/entity/Q3196886,2009 Eastern Congo offensive,2009-02-27T00:00:00Z,war,,https://en.wikipedia.org/wiki/2009_Eastern_Congo_offensive,1
http://www.wikidata.org/entity/Q3290619,First Shaba War,1977-05-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/Shaba_I,1
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,1979-02-17T00:00:00Z,war,,https://en.wikipedia.org/wiki/Sino-Vietnamese_War,1
http://www.wikidata.org/entity/Q626006,World War II in Yugoslavia,1941-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/World_War_II_in_Yugoslavia,1
http://www.wikidata.org/entity/Q223085,Hundred Hour War,1967-07-14T00:00:00Z,war,,https://en.wikipedia.org/wiki/Football_War,1
http://www.wikidata.org/entity/Q220602,Soviet–Japanese War,1945-08-09T00:00:00Z,war,,https://en.wikipedia.org/wiki/Soviet%E2%80%93Japanese_War,1
http://www.wikidata.org/entity/Q857982,First Matabele War,1893-10-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Matabele_War,1
http://www.wikidata.org/entity/Q957586,Turkish–Armenian War,1920-09-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/Turkish%E2%80%93Armenian_War,1
http://www.wikidata.org/entity/Q652285,Indo-Pakistani war of 1947–1948,1947-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1947%E2%80%931948,1
http://www.wikidata.org/entity/Q657055,Greco-Turkish War of 1897,1897-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1897),1
http://www.wikidata.org/entity/Q696848,Anglo-Iraqi War,1941-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Anglo-Iraqi_War,1
http://www.wikidata.org/entity/Q545449,Iraq War,2003-03-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/Iraq_War,1
http://www.wikidata.org/entity/Q1262084,Djiboutian Civil War,1991-10-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Djiboutian_Civil_War,1
http://www.wikidata.org/entity/Q1332160,Indonesian National Revolution,1945-08-17T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indonesian_National_Revolution,1
http://www.wikidata.org/entity/Q1354920,Djiboutian–Eritrean border conflict,2008-06-10T00:00:00Z,war,,https://en.wikipedia.org/wiki/Djiboutian%E2%80%93Eritrean_border_conflict,1
http://www.wikidata.org/entity/Q3119069,War of the Insane,1918-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Vue_Pa_Chay%27s_revolt,1
http://www.wikidata.org/entity/Q3196886,2009 Eastern Congo offensive,2009-01-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/2009_Eastern_Congo_offensive,1
http://www.wikidata.org/entity/Q318250,Ogden War,1977-07-12T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ogaden_War,1
http://www.wikidata.org/entity/Q768496,Banana Wars,1898-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Banana_Wars,1
http://www.wikidata.org/entity/Q329203,First Boer War,1880-12-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Boer_War,1
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,1971-03-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War,1
http://www.wikidata.org/entity/Q2935421,French conquest of Morocco,1907-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/French_conquest_of_Morocco,1
http://www.wikidata.org/entity/Q2992403,Franco-Syrian War,1920-03-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/Franco-Syrian_War,1
http://www.wikidata.org/entity/Q1054482,Three Hundred and Thirty Five Years' War,1986-04-17T00:00:00Z,war,,https://en.wikipedia.org/wiki/Three_Hundred_and_Thirty_Five_Years%27_War,1
http://www.wikidata.org/entity/Q1069736,Croat–Bosniak War,1992-10-18T00:00:00Z,war,,https://en.wikipedia.org/wiki/Croat%E2%80%93Bosniak_War,1
http://www.wikidata.org/entity/Q1021172,Republica oficina the Congo Civil War,1997-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Republic_of_the_Congo_Civil_War_(1997%E2%80%931999),1
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959-05-23T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Laotian_Civil_War,1
http://www.wikidata.org/entity/Q979845,Naxalite–Maoist insurgency,1967-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Naxalite%E2%80%93Maoist_insurgency,1
http://www.wikidata.org/entity/Q233657,Second Matabele War,1896-03-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Matabele_War,1
http://www.wikidata.org/entity/Q252298,Hungarian–Romanian War,1918-11-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Hungarian%E2%80%93Romanian_War,1
http://www.wikidata.org/entity/Q285280,Transnistria War,1990-11-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Transnistria_War,1
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,1987-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Lord%27s_Resistance_Army_insurgency,1
http://www.wikidata.org/entity/Q318250,Ogden War,1977-07-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ogaden_War,1
http://www.wikidata.org/entity/Q1143379,1991–1992 South Ossetia War,1991-01-05T00:00:00Z,war,,https://en.wikipedia.org/wiki/South_Ossetia_war_(1991%E2%80%931992),1
http://www.wikidata.org/entity/Q1069736,Croat–Bosniak War,1992-06-19T00:00:00Z,war,,https://en.wikipedia.org/wiki/Croat%E2%80%93Bosniak_War,1
http://www.wikidata.org/entity/Q1093550,Western Sahara War,1975-10-30T00:00:00Z,war,,https://en.wikipedia.org/wiki/Western_Sahara_War,1
http://www.wikidata.org/entity/Q2081446,Outer Mongolian Revolution of 1921,1921-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Mongolian_Revolution_of_1921,1
http://www.wikidata.org/entity/Q1783955,1990 People's Movement,1990-04-08T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/1990_Nepalese_revolution,1
http://www.wikidata.org/entity/Q1993171,Egyptian revolution of 1919,1919-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/1919_Egyptian_revolution,1
http://www.wikidata.org/entity/Q857982,First Matabele War,1894-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Matabele_War,1
