event,eventLabel,start,category,heritage_designation,articleLink,rank
http://www.wikidata.org/entity/Q840403,First Zhili–Fengtian War,1922-04-10T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Zhili%E2%80%93Fengtian_War,1
http://www.wikidata.org/entity/Q799801,Bafut Wars,1891-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Bafut_Wars,1
http://www.wikidata.org/entity/Q809687,First Kurdisch–Iraqi War,1961-09-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Iraqi%E2%80%93Kurdish_War,1
http://www.wikidata.org/entity/Q832273,Eritrean–Ethiopian War,1998-05-06T00:00:00Z,war,,https://en.wikipedia.org/wiki/Eritrean%E2%80%93Ethiopian_War,1
http://www.wikidata.org/entity/Q1519107,Afghan conflict,1978-04-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Afghan_conflict,1
http://www.wikidata.org/entity/Q361,World War I,1918-11-11T00:00:00Z,world war,,https://en.wikipedia.org/wiki/World_War_I,1
http://www.wikidata.org/entity/Q12583,Spanish–American War,1898-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War,1
http://www.wikidata.org/entity/Q1259237,Third Anglo-Afghan War,1919-05-06T00:00:00Z,war,,https://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,1
http://www.wikidata.org/entity/Q795269,Sierra Leone Civil War,1991-03-23T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Sierra_Leone_Civil_War,1
http://www.wikidata.org/entity/Q1208479,Georgian–Ossetian conflict of 1918–1920,1918-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%931920),1
http://www.wikidata.org/entity/Q1209946,Third Anglo-Burmese War,1885-11-07T00:00:00Z,war,,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,1
http://www.wikidata.org/entity/Q764038,Jungle Movement of Gilan,1915-10-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Jungle_Movement_of_Gilan,1
http://www.wikidata.org/entity/Q782474,Chadian Civil War of 1965–1979,1965-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Chadian_Civil_War_(1965%E2%80%931979),1
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,1983-06-05T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Second_Sudanese_Civil_War,1
http://www.wikidata.org/entity/Q852088,Myanmar conflict,1948-04-02T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Myanmar_conflict,1
http://www.wikidata.org/entity/Q868962,Anti-Fengtian War,1925-11-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Anti-Fengtian_War,1
http://www.wikidata.org/entity/Q1463516,Nicaraguan Revolution,1978-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Nicaraguan_Revolution,1
http://www.wikidata.org/entity/Q706183,Sino-French War,1884-08-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Sino-French_War,1
http://www.wikidata.org/entity/Q717127,Seven Enemy Offensives,1941-09-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Seven_Enemy_Offensives,1
http://www.wikidata.org/entity/Q717373,Japanese invasion of Taiwan,1895-05-29T00:00:00Z,war,,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895),1
http://www.wikidata.org/entity/Q748780,First Indochina War,1946-12-19T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Indochina_War,1
http://www.wikidata.org/entity/Q2745406,Shaba II,1978-06-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Shaba_II,1
http://www.wikidata.org/entity/Q362,World War II,1945-09-02T00:00:00Z,world war,,https://en.wikipedia.org/wiki/World_War_II,1
http://www.wikidata.org/entity/Q1500631,Ecuadorian–Peruvian War,1941-07-05T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War,1
http://www.wikidata.org/entity/Q1536533,Colombian-Peruvian War,1932-09-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Colombia%E2%80%93Peru_War,1
http://www.wikidata.org/entity/Q1434602,Libyan–Egyptian War,1977-07-21T00:00:00Z,war,,https://en.wikipedia.org/wiki/Egyptian%E2%80%93Libyan_War,1
http://www.wikidata.org/entity/Q1495944,Polish–Lithuanian War,1919-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Lithuanian_War,1
http://www.wikidata.org/entity/Q2422135,War of the Araucania,1881-11-03T00:00:00Z,war,,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa,1
http://www.wikidata.org/entity/Q2606574,Acre War,1899-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Acre_War,1
http://www.wikidata.org/entity/Q2614800,Zhili–Anhui War,1920-07-14T00:00:00Z,war,,https://en.wikipedia.org/wiki/Zhili%E2%80%93Anhui_War,1
http://www.wikidata.org/entity/Q2638505,Franco-Hova Wars,1895-09-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Franco-Hova_Wars,1
http://www.wikidata.org/entity/Q1093550,Western Sahara War,1991-09-06T00:00:00Z,war,,https://en.wikipedia.org/wiki/Western_Sahara_War,1
http://www.wikidata.org/entity/Q1760930,Paquisha War,1981-01-28T00:00:00Z,war,,https://en.wikipedia.org/wiki/Paquisha_War,1
http://www.wikidata.org/entity/Q1891008,Sand War,1963-10-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Sand_War,1
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971 edited by ANti-Muslim Dogs,1971-12-16T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1971,1
http://www.wikidata.org/entity/Q1933729,Polish–Czechoslovak War,1919-01-30T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_War,1
http://www.wikidata.org/entity/Q11154636,Eelam War III,1995-04-19T00:00:00Z,war,,https://en.wikipedia.org/wiki/Eelam_War_III,1
http://www.wikidata.org/entity/Q29269,First Chechen War,1996-08-31T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Chechen_War,1
http://www.wikidata.org/entity/Q3429692,55 Day War,1993-01-09T00:00:00Z,war,,https://en.wikipedia.org/wiki/55_Day_War,1
http://www.wikidata.org/entity/Q3916827,Russo-Finnish Wars,1917-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Soviet-Finnish_wars,1
http://www.wikidata.org/entity/Q4116897,Second Kurdish–Iraqi War,1974-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Iraqi%E2%80%93Kurdish_War,1
http://www.wikidata.org/entity/Q4120294,Hundred Days' War,1978-07-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Hundred_Days%27_War,1
http://www.wikidata.org/entity/Q4567412,1952 raid on Beit Jala,1952-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1952_raid_on_Beit_Jala,1
http://www.wikidata.org/entity/Q5887735,Coto War,1921-02-21T00:00:00Z,war,,https://en.wikipedia.org/wiki/Coto_War,1
http://www.wikidata.org/entity/Q5918797,Barrios' War of Reunification,1885-02-28T00:00:00Z,war,,https://en.wikipedia.org/wiki/Barrios%27_War_of_Reunification,1
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,2007-01-10T00:00:00Z,war,,https://en.wikipedia.org/wiki/Iraq_War_troop_surge_of_2007,1
http://www.wikidata.org/entity/Q6086281,First Honduran Civil War,1919-07-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Honduran_Civil_War,1
http://www.wikidata.org/entity/Q6123725,Second Honduran Civil War,1924-02-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Honduran_Civil_War,1
http://www.wikidata.org/entity/Q6416407,Stanleyville Mutinies,1966-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Stanleyville_mutinies,1
http://www.wikidata.org/entity/Q8064768,Zaian War,1914-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Zaian_War,1
http://www.wikidata.org/entity/Q11050383,Eelam War II,1990-06-10T00:00:00Z,war,,https://en.wikipedia.org/wiki/Eelam_War_II,1
http://www.wikidata.org/entity/Q8729,Russian Revolution,1917-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Russian_Revolution,1
http://www.wikidata.org/entity/Q49101,Suez Crisis,1957-03-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Suez_Crisis,1
http://www.wikidata.org/entity/Q49100,Yom Kippur War,1973-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Yom_Kippur_War,1
http://www.wikidata.org/entity/Q2002975,Nepalese Civil War,1996-02-13T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Nepalese_Civil_War,1
http://www.wikidata.org/entity/Q68969,Croatian War of Independence,1995-11-12T00:00:00Z,war,,https://en.wikipedia.org/wiki/Croatian_War_of_Independence,1
http://www.wikidata.org/entity/Q1783607,Salvadoran Civil War,1979-10-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Salvadoran_Civil_War,1
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,1986-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Surinamese_Interior_War,1
http://www.wikidata.org/entity/Q1980081,Afghan Civil War,1992-04-30T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Afghan_Civil_War_(1992%E2%80%931996),1
http://www.wikidata.org/entity/Q8663,Korean War,1953-07-27T00:00:00Z,war,,https://en.wikipedia.org/wiki/Korean_War,1
http://www.wikidata.org/entity/Q2419855,Ukrainian–Soviet War,1917-11-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ukrainian%E2%80%93Soviet_War,1
http://www.wikidata.org/entity/Q381375,First Nagorno-Karabakh War,1988-02-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Nagorno-Karabakh_War,1
http://www.wikidata.org/entity/Q404517,Kargil War,1999-05-03T00:00:00Z,war,,https://en.wikipedia.org/wiki/Kargil_War,1
http://www.wikidata.org/entity/Q1968718,Great Syrian Revolt,1925-07-19T00:00:00Z,war,,https://en.wikipedia.org/wiki/Great_Syrian_Revolt,1
http://www.wikidata.org/entity/Q2201391,Dutch intervention in Lombok and Karangasem,1894-11-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Dutch_intervention_in_Lombok_and_Karangasem,1
http://www.wikidata.org/entity/Q2337340,Cenepa War,1995-02-28T00:00:00Z,war,,https://en.wikipedia.org/wiki/Cenepa_War,1
http://www.wikidata.org/entity/Q2354629,Malayan Emergency,1960-07-12T00:00:00Z,war,,https://en.wikipedia.org/wiki/Malayan_Emergency,1
http://www.wikidata.org/entity/Q5408962,anashe of 1897,1897-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Revolution_of_1897,1
http://www.wikidata.org/entity/Q6107175,Uruguayan revolution of 1904,1904-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Revolution_of_1904,1
http://www.wikidata.org/entity/Q9068529,Revolution of the 44,1894-04-29T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Revolution_of_the_44,1
http://www.wikidata.org/entity/Q10560991,Liberal Revolution of 1895,1895-06-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Liberal_Revolution_of_1895,1
http://www.wikidata.org/entity/Q15733401,Revolution of Dignity,2010-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Revolution_of_Dignity,1
http://www.wikidata.org/entity/Q74109,World War II in Albania,1942-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/World_War_II_in_Albania,1
http://www.wikidata.org/entity/Q75756,Second Congo War,2003-07-18T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Congo_War,1
http://www.wikidata.org/entity/Q170314,Second Sino-Japanese War,1945-09-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Sino-Japanese_War,1
http://www.wikidata.org/entity/Q2523337,Federalist Riograndense Revolution,1893-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Federalist_Revolution,1
http://www.wikidata.org/entity/Q2834353,Peruvian Civil War of 1884–1885,1884-08-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Peruvian_Civil_War_of_1884%E2%80%931885,1
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,1981-02-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Ugandan_Bush_War,1
http://www.wikidata.org/entity/Q3434218,Costa Rican Civil War,1948-03-12T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Costa_Rican_Civil_War,1
http://www.wikidata.org/entity/Q49097,1948 Palestine War,1940-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1948_Palestine_war,1
http://www.wikidata.org/entity/Q1122422,Paraguayan Civil War of 1947,1947-03-07T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1947),1
http://www.wikidata.org/entity/Q1154912,Iraqi Kurdish Civil War,1994-05-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Iraqi_Kurdish_Civil_War,1
http://www.wikidata.org/entity/Q1276892,South Yemen civil war,1986-01-13T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/South_Yemen_civil_war,1
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,1965-03-03T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Guatemalan_Civil_War,1
http://www.wikidata.org/entity/Q48249,Falklands War,1982-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Falklands_War,1
http://www.wikidata.org/entity/Q87138,Greco-Turkish War,1922-10-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1919%E2%80%931922),1
http://www.wikidata.org/entity/Q49104,2006 Lebanon War,2006-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/2006_Lebanon_War,1
http://www.wikidata.org/entity/Q18469222,Campanhas de Pacificação e Ocupação,1880-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Campaigns_of_Pacification_and_Occupation,1
http://www.wikidata.org/entity/Q18920712,War in Afghanistan,2015-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_in_Afghanistan_(2015%E2%80%932021),1
http://www.wikidata.org/entity/Q20313080,Anglo-Manipur War,1891-03-31T00:00:00Z,war,,https://en.wikipedia.org/wiki/Anglo-Manipur_War,1
http://www.wikidata.org/entity/Q20855628,Tuareg Rebellion of 2006,2006-05-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/2006_Tuareg_rebellion,1
http://www.wikidata.org/entity/Q1122110,Tajikistani Civil War,1992-05-05T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Tajikistani_Civil_War,1
http://www.wikidata.org/entity/Q122100,Continuation War,1944-09-19T00:00:00Z,war,,https://en.wikipedia.org/wiki/Continuation_War,1
http://www.wikidata.org/entity/Q1021175,First Ivorian Civil War,2002-09-19T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/First_Ivorian_Civil_War,1
http://www.wikidata.org/entity/Q1087909,Second Ivorian Civil War,2010-11-28T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Second_Ivorian_Civil_War,1
http://www.wikidata.org/entity/Q829875,Nigerian Civil War,1967-07-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Nigerian_Civil_War,1
http://www.wikidata.org/entity/Q12207418,Yemenite War of 1979,1979-02-24T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Yemenite_War,1
http://www.wikidata.org/entity/Q15860072,Russo-Ukrainian War,2014-02-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/Russo-Ukrainian_War,1
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,1967-03-11T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Cambodian_Civil_War,1
http://www.wikidata.org/entity/Q823730,First Sudanese Civil War,1955-08-18T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/First_Sudanese_Civil_War,1
http://www.wikidata.org/entity/Q732219,28 May 1926 coup d'état,1926-05-28T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/28_May_1926_coup_d%27%C3%A9tat,1
http://www.wikidata.org/entity/Q459162,Tulip Revolution,2005-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Tulip_Revolution,1
http://www.wikidata.org/entity/Q489416,April Revolution,1960-04-19T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/April_Revolution,1
http://www.wikidata.org/entity/Q689527,Aster Revolution,1918-10-31T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Aster_Revolution,1
http://www.wikidata.org/entity/Q2379101,1947–1948 Civil War in Mandatory Palestine,1947-11-30T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/1947%E2%80%931948_civil_war_in_Mandatory_Palestine,1
http://www.wikidata.org/entity/Q2405009,Afghan Civil War,1989-02-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Afghan_Civil_War_(1989%E2%80%931992),1
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,1964-07-04T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Rhodesian_Bush_War,1
http://www.wikidata.org/entity/Q186284,Polish–Soviet War,1920-10-18T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War,1
http://www.wikidata.org/entity/Q361,World War I,1914-07-28T00:00:00Z,world war,,https://en.wikipedia.org/wiki/World_War_I,1
http://www.wikidata.org/entity/Q49092,1948 Arab–Israeli War,1940-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War,1
http://www.wikidata.org/entity/Q33761,Arab Spring,2010-12-17T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Arab_Spring,1
http://www.wikidata.org/entity/Q159950,Russo-Japanese War,1905-09-05T00:00:00Z,war,,https://en.wikipedia.org/wiki/Russo-Japanese_War,1
http://www.wikidata.org/entity/Q11264,Cuban Revolution,1959-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Cuban_Revolution,1
http://www.wikidata.org/entity/Q236023,Kyrgyz Revolution of 2010,2010-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/2010_Kyrgyz_Revolution,1
http://www.wikidata.org/entity/Q16976566,2014 Abkhazian political crisis,2014-04-29T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Abkhazian_Revolution,1
http://www.wikidata.org/entity/Q1332160,Indonesian National Revolution,1945-08-17T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Indonesian_National_Revolution,1
http://www.wikidata.org/entity/Q1341539,Saur Revolution,1978-04-27T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Saur_Revolution,1
http://www.wikidata.org/entity/Q193245,Carnation Revolution,1974-04-25T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Carnation_Revolution,1
http://www.wikidata.org/entity/Q11050383,Eelam War II,1990-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Eelam_War_II,1
http://www.wikidata.org/entity/Q11154636,Eelam War III,1995-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Eelam_War_III,1
http://www.wikidata.org/entity/Q185407,La Violencia,1949-04-09T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/La_Violencia,1
http://www.wikidata.org/entity/Q209965,Casamance conflict,2014-05-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Casamance_conflict,1
http://www.wikidata.org/entity/Q211855,Finnish Civil War,1918-05-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Finnish_Civil_War,1
http://www.wikidata.org/entity/Q4301694,Monegasque Revolution,1910-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Mon%C3%A9gasque_Revolution,1
http://www.wikidata.org/entity/Q9068538,Ethiopian Revolution,1974-02-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Ethiopian_Revolution,1
http://www.wikidata.org/entity/Q14746872,Syrian revolution,2011-03-15T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Syrian_revolution,1
http://www.wikidata.org/entity/Q15733401,Revolution of Dignity,2013-11-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Revolution_of_Dignity,1
http://www.wikidata.org/entity/Q2120252,Siamese revolution of 1932,1932-06-24T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Siamese_revolution_of_1932,1
http://www.wikidata.org/entity/Q2745716,Paulista Revolution,1924-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_Revolt_of_1924,1
http://www.wikidata.org/entity/Q2998936,11 September 1922 Revolution,1922-09-24T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/11_September_1922_Revolution,1
http://www.wikidata.org/entity/Q3727804,Restorative Liberal Revolution,1899-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Restorative_Liberal_Revolution,1
http://www.wikidata.org/entity/Q4116897,Second Kurdish–Iraqi War,1974-04-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Iraqi%E2%80%93Kurdish_War,1
http://www.wikidata.org/entity/Q4408946,Sasun Uprising,1904-04-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1904_Sasun_uprising,1
http://www.wikidata.org/entity/Q5887735,Coto War,1921-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Coto_War,1
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,2007-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Iraq_War_troop_surge_of_2007,1
http://www.wikidata.org/entity/Q7210104,Polish–Soviet War in 1920,1920-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War_in_1920,1
http://www.wikidata.org/entity/Q7304835,Red River Bridge War,1931-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Red_River_Bridge_War,1
http://www.wikidata.org/entity/Q7970684,Warri Crisis,1990-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Warri_Crisis,1
http://www.wikidata.org/entity/Q219470,Rose Revolution,2003-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Rose_Revolution,1
http://www.wikidata.org/entity/Q204213,Romanian Revolution (1989),1989-12-25T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Romanian_revolution,1
http://www.wikidata.org/entity/Q214426,Mexican Revolution,1920-05-21T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Mexican_Revolution,1
http://www.wikidata.org/entity/Q43378,Thousand Days' War,1902-11-21T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Thousand_Days%27_War,1
http://www.wikidata.org/entity/Q129053,partition of India,1947-08-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Partition_of_India,1
http://www.wikidata.org/entity/Q101534,February Revolución,1917-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/February_Revolution,1
http://www.wikidata.org/entity/Q75844,Zanzibar Revolution,1964-01-12T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Zanzibar_Revolution,1
http://www.wikidata.org/entity/Q1783955,1990 People's Movement,1990-02-18T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/1990_Nepalese_revolution,1
http://www.wikidata.org/entity/Q2296891,Red Week,1918-11-09T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Red_Week_(Netherlands),1
http://www.wikidata.org/entity/Q2745716,Paulista Revolution,1924-07-05T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_Revolt_of_1924,1
http://www.wikidata.org/entity/Q3727804,Restorative Liberal Revolution,1899-05-23T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Restorative_Liberal_Revolution,1
http://www.wikidata.org/entity/Q4162685,Rwandan Revolution,1959-11-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Rwandan_Revolution,1
http://www.wikidata.org/entity/Q782474,Chadian Civil War of 1965–1979,1965-11-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Chadian_Civil_War_(1965%E2%80%931979),1
http://www.wikidata.org/entity/Q829875,Nigerian Civil War,1970-01-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Nigerian_Civil_War,1
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,2005-01-09T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Second_Sudanese_Civil_War,1
http://www.wikidata.org/entity/Q43378,Thousand Days' War,1899-10-17T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Thousand_Days%27_War,1
http://www.wikidata.org/entity/Q1553256,Nicaraguan Civil War of 1926–1927,1926-05-02T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Nicaraguan_Civil_War_(1926%E2%80%931927),1
http://www.wikidata.org/entity/Q1783607,Salvadoran Civil War,1992-01-16T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Salvadoran_Civil_War,1
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,1986-11-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Surinamese_Interior_War,1
http://www.wikidata.org/entity/Q33761,Arab Spring,2010-12-18T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Arab_Spring,1
http://www.wikidata.org/entity/Q190029,Kosovo War,1998-02-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Kosovo_War,1
http://www.wikidata.org/entity/Q130417211,War over Mountainous Armenia,1921-04-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_over_Mountainous_Armenia,1
http://www.wikidata.org/entity/Q179975,Chinese Civil War,1946-03-31T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Chinese_Civil_War,1
http://www.wikidata.org/entity/Q33761,Arab Spring,2010-12-17T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Arab_Spring,1
http://www.wikidata.org/entity/Q12583,Spanish–American War,1898-04-25T00:00:00Z,war,,https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War,1
http://www.wikidata.org/entity/Q10859,Spanish Civil War,1939-04-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Spanish_Civil_War,1
http://www.wikidata.org/entity/Q48249,Falklands War,1982-04-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Falklands_War,1
http://www.wikidata.org/entity/Q54448834,2018 Armenian–Azerbaijani clashes,2018-05-27T00:00:00Z,war,,https://en.wikipedia.org/wiki/2018_Armenian%E2%80%93Azerbaijani_clashes,1
http://www.wikidata.org/entity/Q54448834,2018 Armenian–Azerbaijani clashes,2018-05-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/2018_Armenian%E2%80%93Azerbaijani_clashes,1
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,2011-06-17T00:00:00Z,war,,https://en.wikipedia.org/wiki/Spillover_of_the_Syrian_civil_war,1
http://www.wikidata.org/entity/Q23403028,Hīt offensive,2016-03-12T00:00:00Z,war,,https://en.wikipedia.org/wiki/Battle_of_Hit_(2016),1
http://www.wikidata.org/entity/Q28136457,Bamileke War,1955-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Cameroon_War,1
http://www.wikidata.org/entity/Q47015896,Iraqi conflict,2003-03-20T00:00:00Z,war,,https://en.wikipedia.org/wiki/Iraqi_conflict,1
http://www.wikidata.org/entity/Q10859,Spanish Civil War,1936-07-18T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Spanish_Civil_War,1
http://www.wikidata.org/entity/Q179275,insurgency in Khyber Pakhtunkhwa,2004-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Jihadist_Insurgency_in_Pakistan,1
