Date,Event Description
1985,"20: Beginning of the Iran–Contra affair, a political scandal in the United States that occurred during the second term of the Reagan Administration involving the sale of arms to the Khomeini government of the Islamic Republic of Iran."
1985,"1: 73 years after its infamous disaster, the wreck of the Titanic is found off the coast of Newfoundland by a joint French–American expedition led by Jean-Louis Michel of IFREMER and Robert Ballard of the Woods Hole Oceanographic Institution."
1985,"19: An earthquake in Mexico City, magnitude 8.0, kills from 5,000 to 45,000 people."
1985,"1: Release date of the Macintosh 128K, the first successful mass-market personal computer to feature a graphical user interface, built-in screen, and mouse."
1985,"13: The Armero tragedy, in which 20,000 people die following the eruption of the Nevado del Ruiz stratovolcano in Tolima, Colombia."
1985,"20: Windows 1.0, the first Microsoft Windows operating system, released."
1985,First use of DNA fingerprinting.
1986,1: Portugal and Spain joins the European Communities.
1986,12 – 24: South Yemen Civil War.
1986,24: First close-up images of the planet Uranus
1986,"28: The Space Shuttle Challenger breaks apart 73 seconds into its flight, killing all seven crew members aboard."
1986,22 – 25: The People Power Revolution leads to the end of the dictatorship of Ferdinand Marcos in the Philippines.
1986,"28: Assassination of Olof Palme, Prime Minister of Sweden."
1986,Return of Halley's Comet.
1986,15: U.S. planes bomb Libya in Operation El Dorado Canyon.
1986,26: The Chernobyl disaster in Ukraine kills about 100 people.
1986,11 – October 12: A breakthrough in nuclear arms control at the Reykjavík Summit.
1986,"19: Samora Machel, the first President of Mozambique, dies in a plane crash."
1986,3: The Iran–Contra affair publicly announced.
1987,"10 – 29: The June Democratic Struggle, a nationwide pro-democracy movement in South Korea, leads to democratic reforms and an end to authoritarian rule."
1987,"10: The Battle of Cuito Cuanavale, Angola begins and further intensifies the South African Border War."
1987,"13: A radioactive contamination accident in Goiânia, Brazil, leaves 249 people contaminated, four of which die."
1987,"15: Huawei founded in Shenzhen, China by Ren Zhengfei."
1987,19: Stock market crash of 1987.
1987,The antidepressant drug fluoxetine (marketed as Prozac) becomes commercially available.
1987,"8:
The First Intifada between Israel and Palestine begins.
The Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1987,The First Intifada between Israel and Palestine begins.
1987,"The Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1987,"20: The passenger ferry MV Doña Paz sinks after colliding with the oil tanker MT Vector 1 in the Tablas Strait in the Philippines, killing an estimated 4,000 people (history's worst peacetime maritime disaster)."
1987,World population reaches five billion.
1987,The First Intifada between Israel and Palestine begins.
1987,"The Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1988,"2: Beginning of the perestroika (restructuring), a political movement for reformation within the Communist Party of the Soviet Union during the 1980s associated with Gorbachev and his glasnost (openness) policy reform."
1988,13:  Lee Teng-hui takes control of Taiwan and oversee end of martial law and full democratization of island.
1988,"16: The Halabja chemical attack is carried out by Iraqi government forces, killing thousands."
1988,"6: The Piper Alpha oil rig in the North Sea catches fire and explodes, killing 165."
1988,20: End of the Iran–Iraq War.
1988,5: Chile's Augusto Pinochet loses a national plebiscite on his rule.
1988,"2: Morris worm, first computer virus distributed through the Internet."
1988,15: Israeli–Palestinian conflict; beginning with the independent State of Palestine being proclaimed from Algiers.
1988,2: Benazir Bhutto elected Prime Minister of Pakistan months after restoration of civilian rule in the wake of Muhammad Zia-ul-Haq's death in plane crash.
1988,7: Spitak earthquake in Armenia.
1988,"21: Pan Am Flight 103 is destroyed by a bomb and falls over Lockerbie, Scotland, killing 259 people on-board, leaving no survivors, and 11 in town."
1988,1988 Polish strikes.
1988,"Myanmar Armed Forces launch a military coup, ending the 8888 uprising."
1988,The First Nagorno-Karabakh War begins.
1988,Construction of the Channel Tunnel begins.
1988,"Invasive species, Zebra mussels, found in the Great Lakes system."
1989,Revolutions of 1989 bring down Communist and authoritarian regimes around the world.
1989,"7: Emperor Shōwa (Hirohito) dies; his son, Akihito (the Emperor Heisei) becomes Emperor of Japan."
1989,20: George H. W. Bush is inaugurated as President of the United States.
1989,2: Alfredo Stroessner is overthrown in Paraguay. End of dictatorship.
1989,14: Fatwa issued against Salman Rushdie.
1989,15: End of the Soviet war in Afghanistan.
1989,"24: The oil tanker Exxon Valdez spills 10.8 million US gallons of crude oil after striking a reef, causing severe damage to the environment."
1989,"– June: Tiananmen Square Massacre, in which troops armed with assault rifles and accompanied by tanks fired at student-led demonstrations held in Tiananmen Square, Beijing, resulting in an undisclosed number of deaths (estimated in hundreds to thousands)."
1989,3: Ruhollah Khomeini dies; Ali Khamenei becomes Supreme Leader of Iran.
1989,"4:
1989 Polish legislative election although the elections were not entirely democratic, they led to the formation of a government led by Tadeusz Mazowiecki and a peaceful transition to democracy in Poland and elsewhere in Central and Eastern Europe.
1989 Tiananmen Square protests. A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television."
1989,"1989 Polish legislative election although the elections were not entirely democratic, they led to the formation of a government led by Tadeusz Mazowiecki and a peaceful transition to democracy in Poland and elsewhere in Central and Eastern Europe."
1989,"1989 Tiananmen Square protests. A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television."
1989,"5: An unknown Chinese protester, Tank Man, stands in front of a column of military tanks on Chang'an Avenue in Beijing, temporarily halting them, an incident which achieves iconic status internationally through images taken by Western photographers."
1989,"25: Voyager 2 makes its closest approach to Neptune and its largest moon, Triton."
1989,"17: The 6.9 Mw Loma Prieta earthquake shakes the San Francisco Bay Area and the Central Coast, killing 63."
1989,"9: Fall of the Berlin Wall; the Revolutions of 1989 and the collapse of the Soviet Bloc begin in Europe, which leads to the end of the Cold War."
1989,15 – December 17: The first direct Presidential election in Brazil since 1960.
1989,24: The Communist government of Czechoslovakia falls during the Velvet Revolution.
1989,17: The first episode of The Simpsons premieres on Fox.
1989,20: The United States invasion of Panama begins.
1989,24: The First Liberian Civil War begins.
1989,25: Romanian Revolution: Trial and execution of Nicolae and Elena Ceaușescu in Romania.
1989,"1989 Polish legislative election although the elections were not entirely democratic, they led to the formation of a government led by Tadeusz Mazowiecki and a peaceful transition to democracy in Poland and elsewhere in Central and Eastern Europe."
1989,"1989 Tiananmen Square protests. A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television."
1990,"31: The first McDonald's in Moscow, Russian SFSR opens 8 months after construction began on May 3, 1989"
1990,"11: Nelson Mandela is released from Victor Verster Prison outside Cape Town, South Africa after 27 years as a political prisoner."
1990,11: End of the dictatorship of Augusto Pinochet in Chile.
1990,27: The United States begins broadcasting Radio y Televisión Martí to Cuba.
1990,24 – May 20: Launch of the Hubble Space Telescope.
1990,"7: Scandinavian Star, a Bahamas-registered ferry, catches fire en route from Norway to Denmark, leaving 158 dead."
1990,22: North and South Yemen unify to form the Republic of Yemen.
1990,"21: The 7.4 Mw  Manjil–Rudbar earthquake affects northern Iran with a maximum Mercalli intensity of X (Extreme), killing 35,000–50,000, and injuring 60,000–105,000."
1990,"16: An earthquake in Luzon happens, measuring Mw 7.7 kills more than 1,600 in the Philippines."
1990,2 – 4: Gulf War begins.
1990,6: Myanmar Armed Forces place Aung San Suu Kyi under house arrest.
1990,3: German reunification.
1990,2: Transnistria War begins.
1990,"20: Tim Berners-Lee publishes the first web site, which described the World Wide Web project."
1990,The Contra War ends.
1990,"The Intergovernmental Panel on Climate Change releases its first assessment report, linking increases in carbon dioxide in the Earth's atmosphere, and a resultant rise in global temperature, to human activities."
1991,28: The Gulf War ends in US withdrawal and a failed uprising.
1991,3: A video captures the beating of motorist Rodney King by Los Angeles police officers. Four Los Angeles police officers are indicted on March 15 for the beating.
1991,23: Beginning of the Sierra Leone Civil War.
1991,"16: Elizabeth II becomes the first British monarch to address the U.S. Congress during a 13-day royal visit in Washington, D.C."
1991,"21: Assassination of Rajiv Gandhi, Indian Prime Minister."
1991,"24 – 25: Operation Solomon, a covert Israeli military operation to airlift Ethiopian Jews to Israel."
1991,12 – 15: Mount Pinatubo erupts with a Volcanic Explosivity Index of 6 and reduces global temperatures.
1991,27 – July 7: The Ten-Day War in Slovenia begins the Yugoslav Wars.
1991,"1: President George H. W. Bush nominates the controversial Clarence Thomas for the Supreme Court of the United States to replace Thurgood Marshall, who had announced his retirement.
The world's first GSM telephone call is made in Finland."
1991,The world's first GSM telephone call is made in Finland.
1991,10: Boris Yeltsin becomes the first President of Russia.
1991,"11: A solar eclipse of record totality occurs in the Northern hemisphere. It is seen by 20 million people in Hawaii, Mexico, and Colombia."
1991,"22: Tracy Edwards escapes Jeffrey Dahmer's apartment and flags down a police car and the cops search through Jeffrey's stuff and find photographs of dismembered bodies and other gruesome images, which finally leads to the arrest of Jeffrey Dahmer and ends his killing spree."
1991,19: Soviet coup attempt of 1991: A coup occurs in response to a new union treaty to be signed on August 20.
1991,"25: Michael Schumacher, regarded as one of the greatest Formula One drivers in history, makes his Formula One debut at the Belgian Grand Prix."
1991,17: North and South Korea are admitted to the United Nations.
1991,19: Ötzi the Iceman is found in the Alps.
1991,3: Speaker of the U.S. House of Representatives Tom Foley announces the closure of the House Bank by the end of the year after revelations that House members have written numerous bad checks.
1991,5: Linus Torvalds launches the first version of the Linux kernel.
1991,30 – November 1: Madrid Conference of 1991.
1991,"Early November: Tropical Storm Thelma lashes into Eastern Visayas, leaving 8,000 people dead."
1991,"26:
Dissolution of the Soviet Union and independence of 15 former Soviet republics.
Beginning of the Algerian Civil War."
1991,Dissolution of the Soviet Union and independence of 15 former Soviet republics.
1991,Beginning of the Algerian Civil War.
1991,Beginning of the Somali Civil War.
1991,1991 Sino-Soviet Border Agreement.
1991,The world's first GSM telephone call is made in Finland.
1991,Dissolution of the Soviet Union and independence of 15 former Soviet republics.
1991,Beginning of the Algerian Civil War.
1992,9: Discovery of the Kuiper belt and the first extrasolar planets.
1992,16: End of the Salvadorian Civil War.
1992,"7: The Maastricht Treaty is signed, creating the European Union."
1992,"17: A court in Milwaukee, Wisconsin, sentences serial killer Jeffrey Dahmer to 15 terms of life in prison. Dahmer is murdered in prison 2 years later."
1992,3: End of communism in Albania.
1992,6: The Bosnian War begins.
1992,"22: Fuel leaking into a sewer causes a series of explosions in Guadalajara, Mexico; 215 are killed, 1,500 injured."
1992,29 – May 4: Los Angeles riots over the acquittal of those involved in the beating of Rodney King.
1992,13: Falun Gong is introduced by Li Hongzhi in China.
1992,"8: The first World Oceans Day is celebrated, coinciding with the Earth Summit held in Rio de Janeiro, Brazil."
1992,21: Transnistria War ends.
1992,24 – 28: Hurricane Andrew kills 65 and causes $26.5 billion in damages in the Bahamas and the United States.
1992,"4: El Al Flight 1862, in which a Boeing 747 cargo aircraft of the then state-owned Israeli airline El Al crashes into the Groeneveen and Klein-Kruitberg flats in the Bijlmermeer neighbourhood of Amsterdam, resulting in 43 deaths."
1992,6: Lennart Meri becomes the first President of Estonia after regaining independence.
1992,31 - Microsoft released Windows 3.1.
1992,"18: The South Korean presidential election is won by Kim Young-sam, the first non-military candidate elected since 1961."
1993,1: Velvet Divorce between Czech Republic and Slovakia.
1993,20: Bill Clinton is inaugurated as President of the United States.
1993,26: 1993 World Trade Center bombing.
1993,"28 – April 19: The Waco siege, the law enforcement siege of the compound that belonged to the Seventh-day Adventist religious sect Branch Davidians near Waco, Texas, carried out by the U.S. federal government, Texas state law enforcement, and the U.S. military, which results in a gunfight, a fire at the compound and 86 deaths."
1993,"12: Several bombs explode in Bombay, India, killing 257 and injuring hundreds more."
1993,24: Independence of Eritrea.
1993,24: 1993 child sexual abuse accusations against Michael Jackson.
1993,13: Oslo accords end First Intifada between Israel and Palestine.
1993,26: The first mission in Biosphere 2 ends after two years.
1993,"3 – 4: Battle of Mogadishu leaves over 3,000-4,000 people dead."
1993,"4: Tanks bombard the Russian parliament, while demonstrators against President Boris Yeltsin rally outside."
1993,1: The Maastricht Treaty comes in to effect.
1993,30: Release date of Schindler's List.
1993,2: Colombian drug lord Pablo Escobar is gunned down by police.
1994,1: Establishment of North American Free Trade Agreement (NAFTA).
1994,"17: The 6.7 Mw Northridge earthquake strikes the Greater Los Angeles Area with a maximum Mercalli intensity of IX (Violent), leaving 57 people dead and more than 8,700 injured."
1994,"25: Cave of the Patriarchs massacre in the West Bank, a shooting massacre carried out by American-Israeli Baruch Goldstein, which resulted in 30 deaths and 125 injuries."
1994,6: The assassination of Juvénal Habyarimana and Cyprien Ntaryamira triggers the Rwandan genocide.
1994,– July: First Yemeni Civil War.
1994,6: Opening of the Channel Tunnel.
1994,10: End of apartheid in South Africa and election of Nelson Mandela.
1994,15: Release date of Disney's The Lion King.
1994,23: Release date of Forrest Gump.
1994,1: Plano Real introduces the new real currency in Brazil.
1994,"5: Amazon founded in Bellevue, Washington, by Jeff Bezos."
1994,8 – 17: Death and state funeral of Kim Il-sung. Kim Jong-il becomes Supreme Leader of North Korea.
1994,"19: Operation Uphold Democracy, a military intervention to remove the military regime installed by the 1991 Haitian coup d'état, begins, eventually restoring Jean-Bertrand Aristide to power"
1994,"28: The car ferry MS Estonia sinks in the Baltic Sea, killing 852 people."
1994,1: Palau gains independence from the United States.
1994,5: George Foreman wins the WBA and IBF World Heavyweight Championships by KO'ing Michael Moorer becoming the oldest heavyweight champion in history.
1994,11: The First Chechen War begins.
1994,"14: Construction of the Three Gorges Dam begins in Hubei, China."
1994,Rise of a wave of Palestinian terrorist attacks in Israel.
1995,"1:
Establishment of the World Trade Organization.
Austria, Finland and Sweden join the European Union."
1995,Establishment of the World Trade Organization.
1995,"Austria, Finland and Sweden join the European Union."
1995,"17: A 6.9 Mw  Great Hanshin earthquake strikes the southern Hyōgo Prefecture of Japan with a maximum Shindo of VII, leaving 5,502–6,434 people dead, and 251,301–310,000 displaced."
1995,"14: Astronaut Norman Thagard becomes the first American to ride into space aboard a Russian launch vehicle (the Soyuz TM-21), lifting off from the Baikonur Cosmodrome in Kazakhstan."
1995,"20: The Tokyo subway sarin attack, an act of domestic terrorism perpetrated by members of the doomsday cult movement Aum Shinrikyo (now Aleph), in which they released sarin, an extremely toxic synthetic compound, in five coordinated attacks, resulting in 13 deaths and 6,252 injuries."
1995,19: American terrorist Timothy McVeigh bombs the Alfred P. Murrah Federal Building in Oklahoma City.
1995,14: The Dalai Lama proclaims 6-year-old Gedhun Choekyi Nyima as the 11th reincarnation of the Panchen Lama.
1995,"29: The Sampoong Department Store collapse, a structural failure in a department store in Seoul, South Korea, kills 502 people and injures other 1,445."
1995,"11 – 22: The Srebrenica massacre of over 8,000 Bosniak Muslim men and boys."
1995,21: The Third Taiwan Strait Crisis begins.
1995,–September: NATO bombing raids in Bosnia end the Bosnian War.
1995,24: Release date of Windows 95.
1995,3: eBay is founded by Pierre Omidyar.
1995,19: The Washington Post and The New York Times publish the Unabomber manifesto.
1995,28: Oslo II Accord.
1995,3: O. J. Simpson is found not guilty of double murder for the deaths of former wife Nicole Simpson and Ronald Goldman in 1994.
1995,"16: The Million Man March is held in Washington, D.C. The event was conceived by Nation of Islam leader Louis Farrakhan."
1995,"– November: Typhoon Angela leaves the Philippines and Vietnam devastated, with 882 deaths and US$315 million in damage."
1995,"4: Assassination of Yitzhak Rabin, Israeli Prime Minister and Defence Minister, by Yigal Amir, an Israeli right-wing extremist."
1995,"22: Premiere of Toy Story, the first computer-animated feature film and the first Pixar Animation Studios film."
1995,14: The signing of the Dayton Accords put an end to the three-and-a-half-year-long Bosnian War.
1995,The North Korean famine begins.
1995,Establishment of the World Trade Organization.
1995,"Austria, Finland and Sweden join the European Union."
1996,9 – 20: Serious fighting breaks out between Russian soldiers and rebel fighters in Chechnya.
1996,13: Nepalese Civil War begins.
1996,23: The Third Taiwan Strait Crisis ends.
1996,"3: The FBI arrested Theodore Kaczynski, the suspected Unabomber at his cabin in Lincoln, Montana."
1996,"28 – 29: The Port Arthur massacre in Tasmania, Australia leaves 35 people dead, leading to tighter gun regulations in Australia."
1996,"10: A sudden storm engulfs Mount Everest with several climbing teams high on the mountain, leaving eight people dead. By the end of the month, at least four other climbers die in the worst season of fatalities on the mountain to date."
1996,"11: After takeoff from Miami, a fire started by improperly handled oxygen canisters in the cargo hold of Atlanta-bound ValuJet Flight 592 causes the Douglas DC-9 to crash in the Florida Everglades, killing all 110 people on board."
1996,5: Dolly the sheep becomes the first successful cloned mammal.
1996,17: TWA Flight 800 crash.
1996,27: Centennial Olympic Park bombing.
1996,31: The First Chechen War ends.
1996,2: A permanent peace agreement is signed at the Malacañan Palace between the Government of the Philippines and the Moro National Liberation Front.
1996,"27: The Taliban government takes control of Afghanistan, creating the Islamic Emirate of Afghanistan."
1996,24: The First Congo War begins.
1996,1: Release of DVD in Japan.
1996,End of dictatorship in Taiwan.
1996,Increasing terrorist attacks in Israel.
1997,"– August: The Albanian civil unrest (Lottery Uprising), sparked by pyramid scheme failures, in which the government was toppled, with new parliamentary elections, and more than 2,000 people killed."
1997,"4: 1997 Israeli helicopter disaster, when two Israeli Air Force transport helicopters ferrying Israeli soldiers into Israel's security zone in southern Lebanon collided in mid-air, killing all 73 Israeli military personnel on board."
1997,"13: Island of Peace massacre, a mass murder attack that occurred at the Island of Peace on the Israeli-Jordanian border, in which 7 people were killed and 6 injured."
1997,"24 – 26: 39 Heaven's Gate cultists commit mass suicide at their compound in San Diego, California."
1997,1: The first episode of Pokémon airs on TV Tokyo.
1997,"22: A 126-day hostage crisis at the residence of the Japanese ambassador in Lima, Peru."
1997,17: Kabila ousts Mobutu; Zaire becomes the Democratic Republic of the Congo.
1997,21: The Women's National Basketball Association (WNBA) plays its first game at The Great Western Forum in Los Angeles.
1997,25: J. K. Rowling publishes Harry Potter and the Philosopher's Stone.
1997,1: Handover of Hong Kong from the United Kingdom to China.
1997,"2: The Bank of Thailand floats the baht, triggering the Asian financial crisis."
1997,17: The F. W. Woolworth Company closes after 117 years in business.
1997,2: The First Liberian Civil War ends.
1997,29: Netflix is launched.
1997,"31: Diana, Princess of Wales is killed in a car accident in Paris."
1997,"17: 62 people are killed by 6 Islamic militants outside the Temple of Hatshepsut in Luxor, Egypt."
1997,Sound barrier broken on land.
1998,Osama bin Laden publishes a fatwa against the West.
1998,"2: Cebu Pacific Flight 387 crashes on the slopes between Mount Sumagaya and Mount Lumot in Claveria, Misamis Oriental, killing all 104 people on board."
1998,"3: A United States military pilot causes the deaths of 20 people near Trento, Italy, when his low-flying EA-6B Prowler severs the cable of a cable-car."
1998,"28: A study led by Andrew Wakefield is published in The Lancet suggesting an alleged link between MMR vaccine and autism. Now known to be full of data manipulation, the study was instantly controversial and fueled the nascent anti-vaccination movement."
1998,10: The Good Friday Agreement brings an end to The Troubles in Northern Ireland.
1998,15: Death of Pol Pot.
1998,"4 – 15: Riots in Indonesia, including incidents of mass violence, demonstrations, and civil unrest of a racial nature, result in the Fall of Suharto and the independence of East Timor."
1998,25 - Microsoft released Windows 98.
1998,"17: Nicholas II of Russia and his family are buried in St. Catherine Chapel, 80 years after he and his family were killed by the Bolsheviks in 1918."
1998,2: The Second Congo War begins.
1998,7: Kenya and Tanzania bombings.
1998,15: Omagh bombing.
1998,4: Google is founded by Larry Page and Sergey Brin.
1998,"– November: Hurricane Mitch leaves more than 19,325 dead in Central America as a result of catastrophic flooding and mudslides."
1998,"20: A Russian Proton rocket is launched from the Baikonur Cosmodrome in Kazakhstan, carrying the first segment of the International Space Station, the 21-ton Zarya Module."
1998,19: The impeachment of Bill Clinton begins as a result of the Clinton–Lewinsky scandal.
1998,The North Korean famine has killed an estimated 2.5 million people by this point.
1999,1: Euro introduced to the financial markets. Coins and banknotes enter circulation in participating countries in 2002.
1999,2: Hugo Chavez becomes President of Venezuela.
1999,"A crisis in East Timor, which led to 1,400 deaths, begins."
1999,"20: The Columbine High School massacre in Colorado, United States, causes 15 deaths."
1999,21: The Second Liberian Civil War begins.
1999,1: The first episode of SpongeBob SquarePants airs on Nickelodeon.
1999,– July: The Fourth Indo-Pakistani War.
1999,11: The end of the Kosovo War ends the Yugoslav Wars.
1999,"3: At least 58 people die and hundreds of homes are buried in a massive landslide in Cherry Hills subdivision in Antipolo, Rizal, which has caused by the heavy rains brought by Typhoon Olga."
1999,26: The Second Chechen War begins.
1999,3 – 16: Russian apartment bombings kill more than 350 people.
1999,12: World population reaches 6 billion.
1999,"31: EgyptAir Flight 990, travelling from New York City to Cairo, crashes off the coast of Nantucket, Massachusetts, killing all 217 on board."
1999,30: ExxonMobil founded.
1999,"3:  Tori Murden becomes the first woman to cross the Atlantic Ocean by rowboat alone, when she reaches Guadeloupe from the Canary Islands."
1999,20: Handover of Macau from the Portuguese Republic to the People's Republic of China after 442 years of Portuguese rule in the settlement.
1999,"31:
Vladimir Putin becomes the President of Russia.
The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
1999,Vladimir Putin becomes the President of Russia.
1999,"The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
1999,Vladimir Putin becomes the President of Russia.
1999,"The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
2000,1: The first day of the 3rd millennium is celebrated on New Year's Day; though with dispute.
2000,9: Torrential rains in Africa lead to the worst flooding in [until March and kills 800 people.
2000,17 - Microsoft released Windows 2000.
2000,"10: Dot-com bubble bursts, causing stock markets worldwide to crash."
2000,4: The Sony PlayStation 2 releases in Japan. The system became the highest-selling video game console in history.
2000,12: Pope John Paul II apologizes for the wrongdoings by members of the Roman Catholic Church throughout the ages.
2000,17: 778 members of the Movement for the Restoration of the Ten Commandments of God die in Uganda.
2000,26: Vladimir Putin is elected President of Russia.
2000,"30: The Canonization of Faustina Kowalska occurs in the presence of 200,000 people and the first Divine Mercy Sunday celebrated worldwide."
2000,6: The British Army launches Operation Palliser which effectively ends the Sierra Leone Civil War.
2000,11: India becomes the second country to reach 1 billion people.
2000,25: End of Israeli occupation of Lebanon.
2000,13–15: First inter-Korean summit.
2000,17: A centennial earthquake (6.5 on the Richter scale) hits Iceland on its national day.
2000,1: The Øresund Bridge between Denmark and Sweden is officially opened for traffic.
2000,"7: The draft assembly of Human Genome Project is announced at the White House by US President Bill Clinton, Francis Collins, and Craig Venter."
2000,"10: At least 218 people are killed, about 700 are missing and presumed dead, and about 800 shanties are buried in a collapse of a dumpsite, destabilized by torrential rains caused by tropical cyclones, in Payatas, Quezon City."
2000,"11–25: The 2000 Camp David Summit, aimed at reaching a final status agreement between the Palestinians and the Israelis, was held between United States president Bill Clinton, Israeli prime minister Ehud Barak and Palestinian Authority chairman Yasser Arafat."
2000,"14: A powerful solar flare, later named the Bastille Day event, causes a geomagnetic storm on Earth."
2000,"25: Concorde Air France Flight 4590 crashes in France, killing 113 including all people aboard."
2000,"12: Russian submarine Kursk explodes, killing all 118 crew."
2000,"10: A British military operation to free five soldiers from the Royal Irish Regiment that were held captive for over two weeks during the Sierra Leone Civil War, all of which were rescued."
2000,13: Steve Jobs introduces the public beta of Mac OS X.
2000,26: The Greek ferry Express Samina sinks off the coast of the island of Paros; 80 out of a total of over 500 passengers perish in one of Greece's worst sea disasters.
2000,28: The Second Intifada begins.
2000,5: Yugoslav President Slobodan Milošević resigns following a revolution in Belgrade.
2000,12: al-Qaeda suicide bombs the USS Cole; 17 sailors are killed.
2000,"2: International Space Station begins operations; its first crew, composed of three men, arrives."
2000,"12: In Bush v. Gore, the United States Supreme Court declares George W. Bush President of the United States."
2000,25: The Luoyang Christmas fire at a shopping center in China kills 309 people.
