PCA Component 1,PCA Component 2
0.01668836,-0.2253789
-0.67859364,-0.7888193
0.3268649,0.35852516
-0.27482405,0.33093703
-0.3835603,0.16486634
0.4223938,-0.48510632
0.07869465,-0.5664396
0.5504168,-0.14872088
0.17425223,0.38853717
-0.35404667,0.4242858
-0.0031309885,-0.27491015
-0.12903821,-0.35185808
0.5773156,0.28506863
0.05288466,-0.4745514
0.19745512,-0.3228352
0.5543375,0.5376362
0.61841327,0.6313298
-0.20713218,0.148267
-0.16214387,-0.009964739
-0.5572067,0.15556832
0.28866675,-0.15180685
-0.5091893,-1.0736216
-0.70756865,0.3268917
-0.41250965,-0.4346711
-1.0678123,0.47027948
0.25330094,0.5912192
0.07734861,0.10065253
-0.1798211,0.10055687
-0.6956167,-0.604704
0.011421911,0.07254981
0.30137423,-0.77282435
-1.0078721,-0.41613
0.06650045,0.3215243
-0.5135597,0.023370462
0.5334424,0.19987798
0.39711726,-0.06822266
0.022124577,0.03469539
-0.43445656,-0.41484728
0.37038034,-0.15613759
0.5974376,0.07969139
0.7401918,-0.44787803
-0.057873555,0.49587715
0.16804484,-0.2201182
0.6282304,0.15375543
-0.5605776,-0.22032712
0.3055888,0.096142024
0.30146396,-0.047198914
0.61762214,0.6338409
0.42477366,0.6236512
-0.56777537,-0.40426645
-1.3891513,0.019398844
0.34631756,-0.42754686
-0.3800312,-0.6309028
0.74100405,-0.18966074
0.49092832,0.21301349
0.35197207,-0.019478178
-0.19527689,0.010905138
0.66890043,-0.40911928
-0.4692989,0.3180957
-0.49436492,0.3376076
-1.5701839,-0.14734577
0.2231443,-0.85600454
-0.3766732,0.096139334
-0.67540693,0.48070732
-0.25216797,-0.067695975
-0.10844717,-0.5680087
-0.57313067,0.4838144
0.29863092,-0.11729743
-0.5220168,-0.5009711
0.15168244,-0.5369269
0.15605666,-0.1436714
0.6508114,0.3205721
0.51376075,-0.18939342
0.35779217,-0.38339442
0.5470811,0.06909767
0.29187545,-0.59945065
0.52933097,0.37578195
0.91495776,-0.22659053
0.31532606,0.15154405
0.49170816,-0.83706236
-0.34703135,-0.021304097
0.031271875,0.056692403
-0.08974785,-0.9524791
-0.36680514,-0.08142222
-0.13700122,-0.40999645
0.4256178,-0.31106886
-0.34164777,-0.48483726
0.70547044,-0.7410386
-0.8008985,-0.66097647
0.5825713,-0.41685483
0.46863702,0.3127869
-0.8125975,0.070426226
0.32364634,0.06523182
0.61012894,-0.0338253
0.18916135,0.66730547
-0.0078978315,0.20808834
0.23712583,-0.3347187
-0.19770584,-0.23639217
0.043409955,-0.41801104
0.5369617,0.11699521
-0.124771506,-0.1771453
0.089284405,0.007441417
-0.51365703,0.49916142
-1.0828686,-0.15248087
0.7117652,-0.76416284
-0.19676042,0.4425543
0.096483715,0.16772428
-0.62354547,-0.47627142
-0.18414034,-0.2287473
0.08050645,0.08567874
-0.18503238,0.25430262
0.7162605,-0.5276666
0.5705117,-0.11222173
-0.17742419,-0.6943024
0.7199278,-0.6020343
0.5269375,-1.0221492
-0.12959363,0.3219662
0.43971646,0.032408766
-0.43395802,0.20396665
-0.34926027,-0.025029048
-0.29471284,-0.11663842
0.55027777,0.24672234
0.042471323,0.38007033
-0.90583676,-0.025212185
0.038297374,0.034463543
0.5672699,0.12872525
0.058887832,0.5020156
0.5655196,-0.32346997
-0.2520832,0.18369871
0.31974146,0.18645503
-0.13959485,-0.012116996
0.16172524,0.107625484
0.20814744,-0.3830574
-0.10320248,0.2915454
-0.5784141,-0.3255699
0.5550103,-0.5201108
0.27673885,-0.6451632
-0.76142085,-0.43505836
0.1823833,0.6940577
-0.1316263,0.81293833
-0.98828715,-0.96374434
0.4532488,0.5082435
0.046678036,0.3827031
0.44528332,-0.18624899
0.37802452,0.02583177
0.9412993,-0.10651792
-0.568735,-0.41891298
-0.033409446,-0.47264424
-0.35648766,0.5095264
0.10963429,-0.31579137
0.12554324,-0.83994615
-0.08101101,0.46109954
0.17529188,-0.064584464
-0.6044404,0.34324554
0.015897531,0.35477704
-0.05918247,0.019779108
0.68127126,-0.43865478
0.40238094,0.11412116
0.23249128,0.2526162
0.5254551,-0.5422857
0.53103393,0.7639237
0.34609413,-0.70791125
0.6611758,-0.40115538
0.48473564,-0.16847132
-0.574541,-0.56929654
-0.22474858,0.31513634
-0.5885383,-0.5741646
-0.052182235,-0.4188777
-0.41309232,0.2614014
0.28402653,0.35291186
0.21957809,-0.0114993015
0.3102025,0.012661252
0.0992632,-0.2010812
-0.4048601,0.37387335
-0.38302997,-0.45968068
-0.30603686,-0.4278933
0.45938933,-0.30382404
-0.45004797,-0.029052954
-0.24476832,0.41780213
0.20853543,0.19874218
-0.07547341,0.3921217
-0.10561737,-0.053081617
0.05055821,-1.0983752
-0.740575,0.019575065
-0.15736859,-0.23978488
0.29457727,0.10580309
0.38244724,0.17402136
0.04888661,0.37575337
0.8760911,-0.46866575
0.47859833,0.29807234
0.049263015,0.13865615
0.299746,0.5364113
0.33298466,0.4032808
-0.07321926,-0.36887193
-0.6684714,-0.68789876
-0.3621504,0.5956403
-0.004363721,-0.021326762
0.14888532,0.04506603
-0.5492198,0.39551646
-0.11645069,0.23714872
0.72930527,-0.3187452
0.43326825,0.1879603
0.36233702,-0.7988847
-0.10731291,0.3758976
-0.23204096,0.50325316
0.5240731,0.04257987
-0.051819257,0.00066011527
0.13849005,0.4775815
0.76485926,0.17912073
0.36506176,-0.19085549
-0.31896028,-0.13649175
-0.7412242,0.04416417
0.05363722,0.51721376
0.2958791,-0.70150113
0.012348217,-0.49924088
0.43522242,0.3486919
-0.053447258,0.12788524
0.0069447947,-0.18233624
-0.65527993,0.31138942
0.14568436,0.64920616
-0.0968409,-0.104158975
0.7134328,0.32992083
-0.8297876,-0.275896
-0.30577874,-0.3922976
0.647557,-0.1857673
-0.33111453,0.067357525
-0.30668733,0.4368946
-0.03286196,0.2681177
0.19884641,-0.09524689
-0.9936197,-0.22726487
-0.44207358,0.4446227
0.11572027,0.19324057
0.01409846,0.53300804
0.33570048,0.21994784
0.94118613,-0.07090253
0.3053876,-0.41255465
-0.5633835,-0.547655
-0.69462866,0.88132966
-0.33292133,0.2216209
0.5621709,0.42302942
0.0130121475,-0.32391742
-0.039691996,0.12978613
-0.14337496,-1.149551
0.3724727,-0.5889835
-0.34413028,-0.31748444
-0.7918789,0.41690475
-0.0710517,0.2011602
-0.09412369,0.17894791
-0.040102657,0.17754026
-0.8187728,-0.3833541
-0.30439264,-0.5097306
-0.0021888812,-0.15683888
0.104456745,0.5946112
0.36625206,0.5357055
0.53905547,0.06851783
-0.7792221,-0.5515084
-0.032598026,-0.16683589
0.2641744,0.41884586
-0.08873372,0.24060501
0.08643612,-0.17821102
0.7675159,0.118498184
0.08648656,0.047490284
-0.78634405,-0.921887
-0.015208597,0.53950334
-0.14801517,-0.09625016
-0.00018414216,-0.6056439
0.034610946,0.5522312
0.3853869,0.10994572
-0.6255226,-0.34985882
0.7484351,-0.4374151
0.7888383,-0.0886655
0.5311303,-0.27568197
-0.11478327,0.72069204
-0.6184393,0.042075768
-0.01746213,0.31558156
0.51656437,-0.11669978
0.4282312,0.25993264
-0.53211355,-0.22118872
0.47808316,-0.34690118
0.15038331,0.2248045
0.14472154,0.605687
0.2708202,0.654637
-0.030918192,0.12332732
-0.49718064,-0.21004374
0.7280656,-0.36879075
-0.063847445,-0.2500482
-0.3024227,-0.03255162
-0.11300622,0.31323686
0.22511482,0.3246473
0.33484513,0.4387544
-0.7669447,0.12321685
0.80277205,0.28889725
-0.3814898,0.28441596
-0.13004306,-0.33305737
0.92612165,-0.054178014
0.56280476,-0.30293655
0.3016112,-0.013282249
0.5346082,0.22768363
-0.061753523,0.3519175
-0.8264348,-0.92043877
0.1525283,0.5337457
0.2580981,0.16403033
0.40191862,0.17779417
-0.5122136,-0.7540046
-0.23353088,0.38438708
-0.4653145,0.3258933
-0.036584217,-0.124740094
-0.024350556,0.41740108
0.23194672,0.13511576
-0.9246111,-0.12360179
-0.106195904,0.13734815
-0.23516396,0.46798202
0.73379713,0.21204521
-0.5438384,0.5633726
0.49118674,-0.3534188
-1.0176044,-0.0024595635
0.02818195,-0.35357097
-0.37550163,-0.641819
0.01682666,-0.26656353
-0.1617579,0.5974629
0.082198106,-0.35604674
0.29219627,0.24758597
0.4377083,0.24535058
0.37160957,0.27664626
0.1753078,-0.27588007
0.13619015,-0.025344675
-0.51064044,0.36961877
0.10592492,0.44152755
-0.011002631,0.3013232
0.27598256,0.2772372
-0.49519446,0.24416964
0.4575362,0.39281213
-0.16721055,0.5039859
0.09945126,-0.40403512
0.07706637,-0.36273167
-0.57009083,0.4515157
-1.121113,-0.5840835
-0.24356128,0.33789957
0.7883142,-0.19777992
0.13234197,0.38632697
-0.7830482,-0.051211152
-0.62840295,0.5774899
-0.5455971,-0.4893385
0.511192,-0.40536287
0.08237786,0.12404159
-0.6560425,-0.08119082
0.12917176,0.29928163
-0.28950238,0.33011866
0.1785259,-0.15926181
-0.8156597,0.16695322
0.37643003,0.5517153
0.5690959,0.66760015
0.2943454,0.44789565
-0.051702622,0.6771622
0.9588476,-1.1034977
-0.1341811,-0.32228515
0.54210985,0.025942054
-0.051687784,-0.34104663
0.17609519,0.30089206
-0.19498745,0.71110755
-0.04130583,-0.3206453
-0.637439,0.34289035
0.012201264,-0.063665755
0.85937786,-0.28855008
-0.33048767,-0.01885722
0.027272008,0.15695733
0.22965728,0.28339395
0.43727055,0.42704698
-0.28095755,-0.060681388
-0.25007504,0.32402566
-0.36632538,0.44622985
-0.5165599,-0.07063889
0.8190685,-0.23843649
0.13946705,-0.40775365
0.12814175,-0.258945
-0.64929605,-0.04126755
0.37041396,-1.0727044
0.41890225,-0.017773028
-0.06162943,0.2688245
0.08562517,-0.60093707
0.00033127313,0.23713498
-0.19895151,-0.49675548
0.35008964,0.082660474
0.7167312,-0.13660643
0.15769784,0.14114334
-0.0030288182,0.34543982
0.31148338,-0.26798418
0.89938194,-0.7660049
0.87557137,0.019371845
0.04809396,-0.23144376
-0.1882434,-0.2537595
-0.5707554,-0.4875109
-0.26520437,-0.022553591
0.6869299,0.4134945
0.554978,0.15400246
0.410537,0.58511585
-0.769868,0.12805755
0.22459161,1.0287752
-0.75571954,0.33509454
-0.5754992,-0.12199083
0.41268396,0.23475064
0.26736984,0.29574257
-0.47005066,0.30131516
0.3540591,0.10559108
-0.4823741,-0.27363378
0.48814026,0.4234299
-0.53364855,-0.40743193
-0.27776843,-0.463394
-0.44440308,0.15116057
