PCA Component 1,PCA Component 2
-0.6530978,-0.6133308
-0.737701,-0.022518797
-0.2457802,-0.044236068
-0.15252161,-0.40152916
-0.11250652,-0.111390926
1.5109793,0.09194953
0.0007100037,-0.16122301
-0.27288705,-0.4229296
-0.50281554,-0.2890853
-0.5419555,0.45501432
-0.49867624,0.14851569
-0.30741066,-0.5754216
-0.62345284,0.38096234
0.9536467,-0.31236088
-0.62747884,0.6795323
-0.059265103,0.65512234
-0.61112845,-0.33189645
0.49427652,-0.40528485
1.8680152,0.9340898
-0.499004,-0.9531868
-0.35829508,-0.27128226
-0.6383217,0.28967467
-0.3148998,-0.020174958
-0.3308498,0.09921304
-0.28676742,0.38640016
-0.27572262,0.090300605
-0.044954397,-0.37349072
0.12428196,-0.82066846
-0.52261776,0.49770075
0.37625128,-0.8735669
-0.03184524,0.46261024
0.059096187,-0.2872047
-0.25735956,0.41422227
-0.6777519,0.35381666
-0.31416136,-0.11220416
-0.2029793,-0.4570594
0.4922507,0.051721357
0.4146191,-0.33924678
0.7171531,0.7101515
-0.20657654,0.18619236
0.5230227,0.12070591
-0.37756157,-0.29895547
0.6456254,-0.37690654
-0.1642291,-0.64879674
0.46662506,0.44896188
0.54550934,-0.2678231
-0.086437315,-0.37231058
-0.15453345,0.7575505
0.123903766,-0.16988464
0.0065472447,-0.12832983
0.44591206,0.6450995
1.3513004,0.20808186
-0.24944283,-0.38108557
0.069266394,-0.3263149
-0.4835554,-0.02955704
-0.6236553,0.13602747
-0.08700948,0.3755559
0.12909041,0.16509551
0.43263936,-0.2885659
0.9552795,-0.045784194
-0.28629467,0.24932979
0.62763846,-0.13253064
0.064203024,-0.4510086
0.36311424,-0.42598593
-0.68612283,0.42972326
-0.36116776,0.19555
0.06238757,-0.19035253
-0.29170007,-0.45409685
0.8546485,0.21226844
-0.46010312,-0.6059021
-0.5102477,-0.3097041
0.6176649,-0.0032498743
-0.47486624,0.5853514
0.57099545,-0.6013141
0.4471507,-0.45731038
0.34921995,-0.052663337
0.6953002,-0.22999714
-0.056222934,-0.064567775
-0.06002929,0.49612466
0.08558222,0.28989077
-0.3811032,0.10288558
0.70378333,0.9077248
0.09372914,0.31707615
-0.4739546,-0.15041867
0.3845771,-0.54847604
-0.5229558,0.07917608
0.3508215,-0.5635764
0.101068765,-0.55250984
-0.6516393,-0.046650723
-0.25244898,0.12237359
0.8418594,-0.5738722
-0.22663409,-0.4499525
-0.25453177,-0.50101215
0.19997726,0.29320902
-0.5862265,-0.4918409
-0.36670455,-0.33836785
-0.46886766,-0.41623136
-0.09849,-0.01053232
-0.1486161,0.5986314
0.09511381,-0.2722117
0.23745485,-0.25242746
-0.38522395,0.109976284
0.23001757,0.6245054
-0.27639297,0.28091255
0.5128441,0.07821049
-0.15138286,0.09104032
0.05304733,-0.6700129
1.6131097,0.7184263
1.020517,0.7022758
0.0699359,-0.7597072
0.3738609,-0.23090313
-0.43169904,-0.3424505
0.28851268,0.28530455
0.026059736,0.10982278
-0.8791878,0.33569634
-0.22579344,0.5805951
-0.5956665,0.3530568
-0.48492518,0.19068801
0.49683774,-0.32246912
-0.60312223,-0.19273463
-0.8105096,0.54176736
0.084570654,0.21072647
0.19138472,-0.24647133
0.2441592,-0.26004186
-1.0080385,0.43871543
-0.22374415,-0.35755616
-0.38940609,0.45498106
-0.057414066,0.022575475
-0.36651164,0.2797978
0.45656762,0.89421844
0.4389688,-0.27088413
-0.26297468,-0.7558924
0.08889511,0.6512153
-0.669841,0.28772613
0.43782496,-1.0232452
0.11330513,-0.42677414
