event,date,label,image
http://www.wikidata.org/entity/Q7064658,1956-11-18T00:00:00Z,November 1956 lunar eclipse,
http://www.wikidata.org/entity/Q7064659,1957-11-07T00:00:00Z,November 1957 lunar eclipse,
http://www.wikidata.org/entity/Q7064674,1975-11-18T00:00:00Z,November 1975 lunar eclipse,
http://www.wikidata.org/entity/Q7064676,1976-11-06T00:00:00Z,November 1976 lunar eclipse,
http://www.wikidata.org/entity/Q7064678,1984-11-08T00:00:00Z,November 1984 lunar eclipse,
http://www.wikidata.org/entity/Q7064681,1993-11-29T00:00:00Z,November 1993 lunar eclipse,
http://www.wikidata.org/entity/Q7064696,2003-11-09T00:00:00Z,November 2003 lunar eclipse,
http://www.wikidata.org/entity/Q7076882,1958-10-27T00:00:00Z,October 1958 lunar eclipse,
http://www.wikidata.org/entity/Q7076887,1966-10-29T00:00:00Z,October 1966 lunar eclipse,
http://www.wikidata.org/entity/Q7076889,1967-10-18T00:00:00Z,October 1967 lunar eclipse,
http://www.wikidata.org/entity/Q7076892,1968-10-06T00:00:00Z,October 1968 lunar eclipse,
http://www.wikidata.org/entity/Q7076899,1985-10-28T00:00:00Z,October 1985 lunar eclipse,
http://www.wikidata.org/entity/Q7076901,1986-10-17T00:00:00Z,October 1986 lunar eclipse,
http://www.wikidata.org/entity/Q196122,2005-08-01T00:00:00Z,Israeli disengagement from Gaza,
http://www.wikidata.org/entity/Q261538,1897-07-01T00:00:00Z,S. A. Andrée's Arctic Balloon Expedition of 1897,
http://www.wikidata.org/entity/Q276172,2000-01-01T00:00:00Z,Jewish exodus from the Muslim world,
http://www.wikidata.org/entity/Q276172,2000-01-01T00:00:00Z,Jewish exodus from the Muslim world,
http://www.wikidata.org/entity/Q24975636,1976-12-21T00:00:00Z,Women Artists: 1550-1950,
http://www.wikidata.org/entity/Q24975636,1977-11-27T00:00:00Z,Women Artists: 1550-1950,
http://www.wikidata.org/entity/Q25041243,1967-01-01T00:00:00Z,New Documents,
http://www.wikidata.org/entity/Q29884942,2017-05-09T00:00:00Z,dismissal of FBI Director James Comey,
http://www.wikidata.org/entity/Q55614933,1938-01-01T00:00:00Z,January 1938 geomagnetic storm,
http://www.wikidata.org/entity/Q57733503,2018-01-01T00:00:00Z,Museum of Pizza,
http://www.wikidata.org/entity/Q60753592,1972-08-01T00:00:00Z,Solar storm of August 1972,
http://www.wikidata.org/entity/Q112872147,1974-01-01T00:00:00Z,death and state tangi of Norman Kirk,
http://www.wikidata.org/entity/Q7076902,1987-10-07T00:00:00Z,October 1987 lunar eclipse,
http://www.wikidata.org/entity/Q7076904,1995-10-08T00:00:00Z,October 1995 lunar eclipse,
http://www.wikidata.org/entity/Q7076910,2004-10-28T00:00:00Z,October 2004 lunar eclipse,
http://www.wikidata.org/entity/Q541283,2004-02-01T00:00:00Z,Super Bowl XXXVIII halftime show controversy,
http://www.wikidata.org/entity/Q6312051,2002-06-24T00:00:00Z,June 2002 lunar eclipse,
http://www.wikidata.org/entity/Q6756714,1932-03-22T00:00:00Z,March 1932 lunar eclipse,
http://www.wikidata.org/entity/Q6756722,1959-03-24T00:00:00Z,March 1959 lunar eclipse,
http://www.wikidata.org/entity/Q21055905,1898-12-13T00:00:00Z,"solar eclipse of December 13, 1898",
http://www.wikidata.org/entity/Q21055907,1899-12-03T00:00:00Z,"solar eclipse of December 3, 1899",
http://www.wikidata.org/entity/Q21055911,1900-11-22T00:00:00Z,"solar eclipse of November 22, 1900",
http://www.wikidata.org/entity/Q51414,2012-11-13T00:00:00Z,"solar eclipse of November 13, 2012",
http://www.wikidata.org/entity/Q60372,2015-03-20T00:00:00Z,"solar eclipse of March 20, 2015",
http://www.wikidata.org/entity/Q276506,2009-07-22T00:00:00Z,"solar eclipse of July 22, 2009",
http://www.wikidata.org/entity/Q4427813,1936-06-19T00:00:00Z,"solar eclipse of June 19, 1936",
http://www.wikidata.org/entity/Q4427816,1968-09-22T00:00:00Z,"solar eclipse of September 22, 1968",
http://www.wikidata.org/entity/Q4427819,1981-07-31T00:00:00Z,"solar eclipse of July 31, 1981",
http://www.wikidata.org/entity/Q4427822,1945-07-09T00:00:00Z,"solar eclipse of July 9, 1945",
http://www.wikidata.org/entity/Q312388,1945-05-01T00:00:00Z,Bleiburg repatriations,
http://www.wikidata.org/entity/Q560654,1918-10-01T00:00:00Z,German Caucasus Expedition,
http://www.wikidata.org/entity/Q1344952,1951-04-11T00:00:00Z,Relief of Douglas MacArthur,
http://www.wikidata.org/entity/Q1628270,1894-01-01T00:00:00Z,Horn Expedition,
http://www.wikidata.org/entity/Q2587765,1989-03-01T00:00:00Z,March 1989 geomagnetic storm,
http://www.wikidata.org/entity/Q2683965,1903-01-01T00:00:00Z,North New Guinea Expedition,
http://www.wikidata.org/entity/Q3018307,1956-08-01T00:00:00Z,This Is Tomorrow,
http://www.wikidata.org/entity/Q3054413,1967-01-01T00:00:00Z,Down to the Countryside Movement,
http://www.wikidata.org/entity/Q18109188,1975-01-01T00:00:00Z,1975 British Mount Everest Southwest Face expedition,
http://www.wikidata.org/entity/Q21045313,1928-01-01T00:00:00Z,German-Soviet Alay-Pamir Expedition,
http://www.wikidata.org/entity/Q24191955,1985-01-01T00:00:00Z,withdrawal of Greenland from the European Communities,
http://www.wikidata.org/entity/Q1572570,2000-01-01T00:00:00Z,20th century departures of foreign nationals from Egypt,
http://www.wikidata.org/entity/Q3062016,1940-01-01T00:00:00Z,The Exodus,
http://www.wikidata.org/entity/Q3822857,1999-01-01T00:00:00Z,Mallory and Irvine Research Expedition,
http://www.wikidata.org/entity/Q4400513,1902-12-01T00:00:00Z,Russian polar expedition of 1900–02,
http://www.wikidata.org/entity/Q4430784,1903-12-07T00:00:00Z,Russian rescue expedition of 1903,
http://www.wikidata.org/entity/Q4567715,1953-01-01T00:00:00Z,1953 British Mount Everest Expedition,
http://www.wikidata.org/entity/Q4576079,1974-01-01T00:00:00Z,1974 French Mount Everest Expedition,
http://www.wikidata.org/entity/Q4607881,2007-01-01T00:00:00Z,2007 Altitude Everest Expedition,
http://www.wikidata.org/entity/Q4868341,2000-07-14T00:00:00Z,Bastille Day solar storm,
http://www.wikidata.org/entity/Q6796269,1912-05-01T00:00:00Z,May 1921 geomagnetic storm,
http://www.wikidata.org/entity/Q16932098,1920-02-09T00:00:00Z,Somaliland campaign,
http://www.wikidata.org/entity/Q17020474,2003-10-28T00:00:00Z,"Halloween solar storms, 2003",
http://www.wikidata.org/entity/Q17639795,2012-07-23T00:00:00Z,solar storm of 2012,
http://www.wikidata.org/entity/Q2225555,1942-10-04T00:00:00Z,Operation Basalt,
http://www.wikidata.org/entity/Q15264166,1944-07-17T00:00:00Z,Operation Mascot,
http://www.wikidata.org/entity/Q17113300,1947-11-28T00:00:00Z,November 1947 lunar eclipse,
http://www.wikidata.org/entity/Q17113305,1948-04-23T00:00:00Z,April 1948 lunar eclipse,
http://www.wikidata.org/entity/Q17113312,1948-10-18T00:00:00Z,October 1948 lunar eclipse,
http://www.wikidata.org/entity/Q17113317,1949-04-13T00:00:00Z,April 1949 lunar eclipse,
http://www.wikidata.org/entity/Q17113322,1949-10-07T00:00:00Z,October 1949 lunar eclipse,
http://www.wikidata.org/entity/Q17113327,1951-03-23T00:00:00Z,March 1951 lunar eclipse,
http://www.wikidata.org/entity/Q17113333,1951-09-15T00:00:00Z,September 1951 lunar eclipse,
http://www.wikidata.org/entity/Q21028129,1916-07-15T00:00:00Z,July 1916 lunar eclipse,
http://www.wikidata.org/entity/Q48837546,1933-03-12T00:00:00Z,March 1933 lunar eclipse,
http://www.wikidata.org/entity/Q48837570,1933-02-10T00:00:00Z,February 1933 lunar eclipse,
http://www.wikidata.org/entity/Q48837572,1933-08-05T00:00:00Z,August 1933 lunar eclipse,
http://www.wikidata.org/entity/Q48837576,1936-12-28T00:00:00Z,December 1936 lunar eclipse,
http://www.wikidata.org/entity/Q48837580,1937-05-25T00:00:00Z,May 1937 lunar eclipse,
http://www.wikidata.org/entity/Q48837584,1940-04-22T00:00:00Z,April 1940 lunar eclipse,
http://www.wikidata.org/entity/Q48837607,1940-10-16T00:00:00Z,October 1940 lunar eclipse,
http://www.wikidata.org/entity/Q48969212,1933-09-04T00:00:00Z,September 1933 lunar eclipse,
http://www.wikidata.org/entity/Q48969219,1944-02-09T00:00:00Z,February 1944 lunar eclipse,
http://www.wikidata.org/entity/Q48969220,1944-08-04T00:00:00Z,August 1944 lunar eclipse,
http://www.wikidata.org/entity/Q48969230,1940-03-23T00:00:00Z,March 1940 lunar eclipse,
http://www.wikidata.org/entity/Q16000731,1966-05-04T00:00:00Z,May 1966 lunar eclipse,
http://www.wikidata.org/entity/Q16000749,1972-07-26T00:00:00Z,July 1972 lunar eclipse,
http://www.wikidata.org/entity/Q16000755,1974-11-29T00:00:00Z,November 1974 lunar eclipse,
http://www.wikidata.org/entity/Q16000757,1977-04-04T00:00:00Z,April 1977 lunar eclipse,
http://www.wikidata.org/entity/Q16000758,1978-09-16T00:00:00Z,September 1978 lunar eclipse,
http://www.wikidata.org/entity/Q16000771,1982-01-09T00:00:00Z,January 1982 lunar eclipse,
http://www.wikidata.org/entity/Q16000776,1983-06-25T00:00:00Z,June 1983 lunar eclipse,
http://www.wikidata.org/entity/Q16000809,1994-11-18T00:00:00Z,November 1994 lunar eclipse,
http://www.wikidata.org/entity/Q16000847,2002-05-26T00:00:00Z,May 2002 lunar eclipse,
http://www.wikidata.org/entity/Q16000849,2002-11-20T00:00:00Z,November 2002 lunar eclipse,
http://www.wikidata.org/entity/Q16000859,2005-04-24T00:00:00Z,April 2005 lunar eclipse,
http://www.wikidata.org/entity/Q16906893,1950-09-26T00:00:00Z,September 1950 lunar eclipse,
http://www.wikidata.org/entity/Q17113268,1944-07-06T00:00:00Z,July 1944 lunar eclipse,
http://www.wikidata.org/entity/Q17113274,1944-12-29T00:00:00Z,December 1944 lunar eclipse,
http://www.wikidata.org/entity/Q17113279,1945-12-19T00:00:00Z,December 1945 lunar eclipse,
http://www.wikidata.org/entity/Q17113284,1945-06-25T00:00:00Z,June 1945 lunar eclipse,
http://www.wikidata.org/entity/Q17113289,1946-12-08T00:00:00Z,December 1946 lunar eclipse,
http://www.wikidata.org/entity/Q17113295,1947-06-03T00:00:00Z,June 1947 lunar eclipse,
http://www.wikidata.org/entity/Q7556460,1937-06-08T00:00:00Z,"solar eclipse of June 8, 1937",
http://www.wikidata.org/entity/Q7556462,1956-06-08T00:00:00Z,"solar eclipse of June 8, 1956",
http://www.wikidata.org/entity/Q7556350,1898-01-22T00:00:00Z,"solar eclipse of January 22, 1898",
http://www.wikidata.org/entity/Q7556356,1925-01-24T00:00:00Z,"solar eclipse of January 24, 1925",
http://www.wikidata.org/entity/Q7556358,1944-01-25T00:00:00Z,"solar eclipse of January 25, 1944",
http://www.wikidata.org/entity/Q7556365,1908-01-03T00:00:00Z,"solar eclipse of January 3, 1908",
http://www.wikidata.org/entity/Q7556379,1972-07-10T00:00:00Z,"solar eclipse of July 10, 1972",
http://www.wikidata.org/entity/Q7556391,1963-07-20T00:00:00Z,"solar eclipse of July 20, 1963",
http://www.wikidata.org/entity/Q7556425,1983-06-11T00:00:00Z,"solar eclipse of June 11, 1983",
http://www.wikidata.org/entity/Q7556435,1955-06-20T00:00:00Z,"solar eclipse of June 20, 1955",
http://www.wikidata.org/entity/Q7556437,1974-06-20T00:00:00Z,"solar eclipse of June 20, 1974",
http://www.wikidata.org/entity/Q7556448,1927-06-29T00:00:00Z,"solar eclipse of June 29, 1927",
http://www.wikidata.org/entity/Q7556458,1918-06-08T00:00:00Z,"solar eclipse of June 8, 1918",
http://www.wikidata.org/entity/Q7556612,1959-10-02T00:00:00Z,"solar eclipse of October 2, 1959",
http://www.wikidata.org/entity/Q7556614,1930-10-21T00:00:00Z,"solar eclipse of October 21, 1930",
http://www.wikidata.org/entity/Q839199,1922-01-01T00:00:00Z,1922 British Mount Everest Expedition,
http://www.wikidata.org/entity/Q918286,1924-01-01T00:00:00Z,1924 British Mount Everest Expedition,
http://www.wikidata.org/entity/Q4567705,1953-01-01T00:00:00Z,1953 American Karakoram Expedition,
http://www.wikidata.org/entity/Q13060315,1952-01-01T00:00:00Z,1952 Swiss Mount Everest expedition,
http://www.wikidata.org/entity/Q16056948,1933-01-01T00:00:00Z,1933 British Mount Everest expedition,
http://www.wikidata.org/entity/Q17182596,1921-01-01T00:00:00Z,1921 British Mount Everest reconnaissance expedition,
http://www.wikidata.org/entity/Q85756050,1985-12-31T00:00:00Z,Death of Ricky Nelson,
http://www.wikidata.org/entity/Q7556564,1966-11-12T00:00:00Z,"solar eclipse of November 12, 1966",
http://www.wikidata.org/entity/Q7556567,1985-11-12T00:00:00Z,"solar eclipse of November 12, 1985",
http://www.wikidata.org/entity/Q7556573,1967-11-02T00:00:00Z,"solar eclipse of November 2, 1967",
http://www.wikidata.org/entity/Q7556583,1984-11-22T00:00:00Z,"solar eclipse of November 22, 1984",
http://www.wikidata.org/entity/Q7556596,1921-10-01T00:00:00Z,"solar eclipse of October 1, 1921",
http://www.wikidata.org/entity/Q7556598,1912-10-10T00:00:00Z,"solar eclipse of October 10, 1912",
http://www.wikidata.org/entity/Q7556602,1939-10-12T00:00:00Z,"solar eclipse of October 12, 1939",
http://www.wikidata.org/entity/Q7556604,1958-10-12T00:00:00Z,"solar eclipse of October 12, 1958",
http://www.wikidata.org/entity/Q7556606,1977-10-12T00:00:00Z,"solar eclipse of October 12, 1977",
http://www.wikidata.org/entity/Q30682954,2016-01-01T00:00:00Z,2016-2020 Yemen cholera outbreak,
http://www.wikidata.org/entity/Q21055895,1892-04-26T00:00:00Z,"solar eclipse of April 26, 1892",
http://www.wikidata.org/entity/Q7556304,1980-02-16T00:00:00Z,"solar eclipse of February 16, 1980",
http://www.wikidata.org/entity/Q7556314,1952-02-25T00:00:00Z,"solar eclipse of February 25, 1952",
http://www.wikidata.org/entity/Q7556318,1979-02-26T00:00:00Z,"solar eclipse of February 26, 1979",
http://www.wikidata.org/entity/Q7556328,1916-02-03T00:00:00Z,"solar eclipse of February 3, 1916",
http://www.wikidata.org/entity/Q7556335,1943-02-04T00:00:00Z,"solar eclipse of February 4, 1943",
http://www.wikidata.org/entity/Q7556337,1962-02-05T00:00:00Z,"solar eclipse of February 5, 1962",
